round,team_name,group_name,group_type,group_code,village,union,union_code,upazila,upazila_code,district,district_code,ward,female_producers_involved,male_producers_involved,female_producers_present,male_producers_present,female_producers_dropout,male_producers_dropout,evaluation_date,facilitator,development_plan,rules_regulation,leadership_process,learning_sharing_space,services,cow_shed_mgmt,feed_mgmt,health_mgmt,breed_dvmt,milk_mgmt,milk_marketing,info_mgmt,gender_equity,total
3.0,Rangpur,Nispara,1.0,85422708011.0,Nispara,Balapara,NA,Kaunia,NA,Rangpur,NA,NA,25.0,5.0,15.0,9.0,1.0,5.0,42144.000000,Habib,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,27.0
3.0,Rangpur,Moddo Pangor vanga,1.0,85422709011.0,Panjor Vanga,Balapara,NA,Kaunia,NA,Rangpur,NA,NA,30.0,NA,25.0,0.0,5.0,0.0,42178.000000,Argina,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,3.0,33.0
3.0,Rangpur,Porchim Panjor vanga,1.0,85422709012.0,Panjor Vanga,Balapara,NA,Kaunia,NA,Rangpur,NA,NA,30.0,NA,22.0,0.0,9.0,0.0,42170.000000,Habib,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,30.0
3.0,Rangpur,Purbo Panjor Vanga,1.0,85422709021.0,Panjor Vanga,Balapara,NA,Kaunia,NA,Rangpur,NA,NA,30.0,NA,24.0,0.0,6.0,0.0,42178.000000,Argina,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,34.0
3.0,Rangpur,Poschim Bahageli,2.0,85424004011.0,Bahageli,Kursha,NA,Kaunia,NA,Rangpur,NA,NA,29.0,1.0,23.0,1.0,6.0,0.0,42159.000000,Apurba,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,12.0
3.0,Rangpur,Purba Bahageli,2.0,85424004012.0,Bahageli,Kursha,NA,Kaunia,NA,Rangpur,NA,NA,29.0,1.0,25.0,1.0,4.0,0.0,42171.000000,Apurba,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,13.0
3.0,Rangpur,Uttor bahagily,2.0,85424004013.0,Bahagili,Kursha,NA,Kaunia,NA,Rangpur,NA,NA,30.0,0.0,25.0,0.0,5.0,0.0,42159.000000,Apurba,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,18.0
3.0,Rangpur,Ramnath/Kursha,2.0,85424005011.0,Bahagili,Kursha,NA,Kaunia,NA,Rangpur,NA,NA,29.0,0.0,25.0,0.0,4.0,0.0,42169.000000,Apurba,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,18.0
3.0,Rangpur,Gopal Bisnupur,2.0,85424006011.0,Bahageli,Kursha,NA,Kaunia,NA,Rangpur,NA,NA,20.0,1.0,20.0,1.0,0.0,0.0,42173.000000,Apurba,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0
3.0,Rangpur,Subu Kani para,1.0,85424007011.0,Shabu,Kursha,NA,Kaunia,NA,Rangpur,NA,NA,29.0,NA,25.0,0.0,6.0,0.0,42173.000000,Habib,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,29.0
3.0,Rangpur,Subu Choura para,1.0,85424007012.0,Shabu,Kursha,NA,Kaunia,NA,Rangpur,NA,NA,31.0,NA,23.0,0.0,10.0,0.0,42176.000000,Habib,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,31.0
3.0,Rangpur,Subu lichu Bagan,1.0,85424007013.0,Shabu,Kursha,NA,Kaunia,NA,Rangpur,NA,NA,31.0,NA,25.0,0.0,5.0,0.0,42176.000000,Habib,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,33.0
3.0,Rangpur,Subu Bagisa para,1.0,85424007014.0,Shabu,Kursha,NA,Kaunia,NA,Rangpur,NA,NA,31.0,NA,24.0,0.0,8.0,0.0,42173.000000,Habib,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,31.0
3.0,Rangpur,Kamar para,2.0,85424007021.0,Shabu,Kursha,NA,Kaunia,NA,Rangpur,NA,NA,35.0,NA,27.0,0.0,9.0,0.0,42178.000000,Habib,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,35.0
3.0,Rangpur,Porchim Patan para,1.0,85424008011.0,Shabu,Kursha,NA,Kaunia,NA,Rangpur,NA,NA,29.0,NA,23.0,0.0,6.0,0.0,42169.000000,Habib,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,32.0
3.0,Rangpur,Purbo Patan Para,1.0,85424008012.0,Shabu,Kursha,NA,Kaunia,NA,Rangpur,NA,NA,30.0,NA,26.0,0.0,5.0,0.0,42169.000000,Habib,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,33.0
3.0,Rangpur,Chandmiapara,2.0,85425401011.0,Dhumerkuthi,Sarai,NA,Kaunia,NA,Rangpur,NA,NA,30.0,NA,26.0,0.0,4.0,0.0,42137.000000,Apurba,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,33.0
3.0,Rangpur,Chandmiapara-2,2.0,85425401012.0,Dhumerkuthi,Sarai,NA,Kaunia,NA,Rangpur,NA,NA,26.0,4.0,24.0,3.0,2.0,1.0,42138.000000,Apurba,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,30.0
3.0,Rangpur,Dorgipara,2.0,85425403011.0,Dhumerkuthi,Sarai,NA,Kaunia,NA,Rangpur,NA,NA,30.0,NA,25.0,0.0,5.0,0.0,42179.000000,Apurba,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,26.0
3.0,Rangpur,Collegebazar,2.0,85425403012.0,Dhumerkuthi,Sarai,NA,Kaunia,NA,Rangpur,NA,NA,28.0,3.0,22.0,2.0,5.0,1.0,42141.000000,Apurba,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,31.0
3.0,Rangpur,Balapara,2.0,85425405011.0,Dhumerkuthi,Sarai,NA,Kaunia,NA,Rangpur,NA,NA,28.0,2.0,22.0,2.0,5.0,1.0,42178.000000,Apurba,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,25.0
3.0,Rangpur,Haji para,2.0,85425406011.0,Dhumerkuthi,Sarai,NA,Kaunia,NA,Rangpur,NA,NA,18.0,12.0,16.0,8.0,2.0,4.0,42135.000000,Apurba,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,34.0
3.0,Rangpur,Baniapara,2.0,85425406012.0,Dhumerkuthi,Sarai,NA,Kaunia,NA,Rangpur,NA,NA,25.0,5.0,19.0,4.0,5.0,2.0,42136.000000,Apurba,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,34.0
3.0,Rangpur,Charuvadro,2.0,85425406013.0,Mass Hari,Mass Hari,NA,Kaunia,NA,Rangpur,NA,NA,28.0,2.0,24.0,1.0,5.0,0.0,42179.000000,Apurba,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,24.0
3.0,Rangpur,Modar ghat,1.0,85426701011.0,Sabdi,Shaid Bag,NA,Kaunia,NA,Rangpur,NA,NA,30.0,0.0,28.0,0.0,2.0,0.0,42162.000000,Habib,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,15.0
3.0,Rangpur,Luwajhar,1.0,85426702011.0,Bollop bisu,Shaid Bag,NA,Kaunia,NA,Rangpur,NA,NA,29.0,0.0,24.0,0.0,5.0,0.0,42163.000000,Habib,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0
3.0,Rangpur,Madrashara para,1.0,85426703011.0,Bollop bisu,Shaid Bag,NA,Kaunia,NA,Rangpur,NA,NA,27.0,0.0,22.0,0.0,5.0,0.0,42138.000000,Habib,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0
3.0,Rangpur,Doctor para,1.0,85426703021.0,Bollop bisu,Shaid Bag,NA,Kaunia,NA,Rangpur,NA,NA,31.0,0.0,25.0,0.0,6.0,0.0,42137.000000,Habib,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0
3.0,Rangpur,Asrom para,1.0,85426704011.0,Sabdi,Shaid Bag,NA,Kaunia,NA,Rangpur,NA,NA,30.0,0.0,26.0,0.0,4.0,0.0,42162.000000,Habib,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,14.0
3.0,Rangpur,Hazi para,1.0,85426707011.0,Shabidi,Shoid bag,NA,Kaunia,NA,Rangpur,NA,NA,30.0,0.0,25.0,0.0,5.0,0.0,42177.000000,Habib,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0
3.0,Rangpur,Maddho Moulo Tari,1.0,85426708011.0,Sabdi,Shaid Bag,NA,Kaunia,NA,Rangpur,NA,NA,31.0,0.0,25.0,0.0,6.0,0.0,42150.000000,Habib,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0
3.0,Rangpur,Jumapar,1.0,85426708012.0,Sabdi,Shaid Bag,NA,Kaunia,NA,Rangpur,NA,NA,29.0,0.0,25.0,0.0,4.0,0.0,42163.000000,Habib,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0
3.0,Rangpur,Horichorin sorma Badar par,1.0,85428101011.0,Horichoron Sarma,Tapa modho pur,NA,Kaunia,NA,Rangpur,NA,NA,30.0,NA,25.0,0.0,7.0,0.0,42183.000000,Habib,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,29.0
3.0,Rangpur,Rajib Parimary school,1.0,85428101021.0,Porchim Rajib,Tapa madhopur,NA,Kaunia,NA,Rangpur,NA,NA,30.0,0.0,23.0,0.0,7.0,0.0,42166.000000,Habib,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,16.0
3.0,Rangpur,Purbo Chokir ghat,1.0,85428102011.0,Chokir ghat,Tapa modho pur,NA,Kaunia,NA,Rangpur,NA,NA,30.0,NA,26.0,0.0,6.0,0.0,42159.000000,Habib,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,28.0
3.0,Rangpur,Madhochokir ghat,1.0,85428102012.0,Chokir ghat,Tapa modho pur,NA,Kaunia,NA,Rangpur,NA,NA,30.0,NA,23.0,0.0,5.0,0.0,42159.000000,Habib,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,30.0
3.0,Rangpur,Talli para,1.0,85428102021.0,Rajib,Tapa madhopur,NA,Kaunia,NA,Rangpur,NA,NA,30.0,0.0,24.0,0.0,6.0,0.0,42166.000000,Habib,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,16.0
3.0,Rangpur,Shati bari,1.0,85428103011.0,Rajib,Tapa madhopur,NA,Kaunia,NA,Rangpur,NA,NA,31.0,0.0,26.0,0.0,5.0,0.0,42165.000000,Habib,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,14.0
3.0,Rangpur,Fokir Tari,1.0,85428103012.0,Rajib,Tapa madhopur,NA,Kaunia,NA,Rangpur,NA,NA,30.0,0.0,26.0,0.0,4.0,0.0,42151.000000,Habib,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,18.0
3.0,Rangpur,Chirgiger par,1.0,85428105011.0,Horichoron loskur,Tapa modho pur,NA,Kaunia,NA,Rangpur,NA,NA,30.0,NA,23.0,0.0,6.0,0.0,42165.000000,Habib,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,28.0
3.0,Rangpur,Pochim para,1.0,85428108011.0,Bagimuskur,Tapa madhopur,NA,Kaunia,NA,Rangpur,NA,NA,35.0,0.0,29.0,0.0,6.0,0.0,42155.000000,Habib,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,20.0
3.0,Rangpur,Godashimla,2.0,85495429011.0,Godashimla,Sadar,NA,Rangpur Sadar,NA,Rangpur,NA,NA,23.0,4.0,21.0,3.0,2.0,1.0,42165.000000,Argina,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,16.0
3.0,Rangpur,kolabari,2.0,85495429021.0,Kolabary,Sadar,NA,Rangpur Sadar,NA,Rangpur,NA,NA,20.0,6.0,20.0,5.0,0.0,1.0,42164.000000,Argina,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,13.0
3.0,Rangpur,Kashbag,2.0,85495530011.0,Kashbag,30# Word,NA,Rangpur Sadar,NA,Rangpur,NA,NA,29.0,1.0,21.0,0.0,9.0,0.0,42177.000000,Apurba,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,31.0
3.0,Rangpur,Purba Kashbag,2.0,85495530012.0,Kashbag,30# Word,NA,Rangpur Sadar,NA,Rangpur,NA,NA,30.0,NA,23.0,1.0,7.0,0.0,42177.000000,Apurba,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,27.0
3.0,Rangpur,Moddokashbag,2.0,85495530013.0,Kashbag,30# Word,NA,Rangpur Sadar,NA,Rangpur,NA,NA,30.0,NA,25.0,0.0,5.0,0.0,42183.000000,Apurba,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,33.0
3.0,Rangpur,Birvadro-2,2.0,85495530014.0,Kashbag,30# Word,NA,Rangpur Sadar,NA,Rangpur,NA,NA,29.0,1.0,24.0,1.0,5.0,0.0,42183.000000,Apurba,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,30.0
3.0,Rangpur,Birvodro-Balatary,2.0,85495530015.0,Kashbag,30# Word,NA,Rangpur Sadar,NA,Rangpur,NA,NA,30.0,1.0,22.0,1.0,8.0,0.0,42142.000000,Apurba,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,31.0
3.0,Rangpur,Railgate,2.0,85495530016.0,Kashbag,30# Word,NA,Rangpur Sadar,NA,Rangpur,NA,NA,28.0,2.0,22.0,2.0,6.0,0.0,42176.000000,Apurba,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,21.0
3.0,Rangpur,Namadola,2.0,85495530017.0,Kashbag,30# Word,NA,Rangpur Sadar,NA,Rangpur,NA,NA,29.0,1.0,23.0,1.0,6.0,0.0,42184.000000,Apurba,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,28.0
3.0,Rangpur,Koyapara,2.0,85495833011.0,Azizullah,33#word,NA,Rangpur Sadar,NA,Rangpur,NA,NA,31.0,2.0,29.0,2.0,2.0,0.0,42143.000000,Apurba,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,17.0
3.0,Rangpur,Dolapara,1.0,85495833021.0,Azizullah,33#word,NA,Rangpur Sadar,NA,Rangpur,NA,NA,10.0,13.0,9.0,10.0,1.0,3.0,42176.000000,Apurba,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,13.0
3.0,Rangpur,Chattabari,1.0,85495833022.0,Baniapara,33# Word,NA,Rangpur Sadar,NA,Rangpur,NA,NA,30.0,0.0,24.0,0.0,6.0,0.0,42170.000000,Apurba,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,15.0
3.0,Rangpur,Bakchi,1.0,85495833023.0,Baniapara,33#word,NA,Rangpur Sadar,NA,Rangpur,NA,NA,28.0,2.0,25.0,1.0,3.0,1.0,42163.000000,Apurba,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,20.0
3.0,Rangpur,thatary Para,1.0,85495833031.0,Hossin Nagar,33# Word,NA,Rangpur Sadar,NA,Rangpur,NA,NA,8.0,21.0,7.0,18.0,1.0,3.0,42171.000000,Apurba,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0
3.0,Rangpur,Rajukha,1.0,85495833041.0,Azizullah,33# Word,NA,Rangpur Sadar,NA,Rangpur,NA,NA,14.0,16.0,12.0,13.0,2.0,3.0,42173.000000,Apurba,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,16.0
3.0,Rangpur,Purba Mahindra,1.0,85495833051.0,Soto kallini,Kallini,NA,Rangpur Sadar,NA,Rangpur,NA,NA,28.0,0.0,24.0,0.0,4.0,0.0,42171.000000,Argina,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,13.0
3.0,Rangpur,Pabnia para,2.0,85731701011.0,Annadanogor,Annadanagor,NA,Pirghaca,NA,Rangpur,NA,NA,30.0,NA,25.0,0.0,7.0,0.0,42179.000000,Habib,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,29.0
3.0,Rangpur,Mastar Para,2.0,85731701021.0,Annadanogor,Annadanagor,NA,Pirghaca,NA,Rangpur,NA,NA,29.0,1.0,25.0,0.0,5.0,1.0,42171.000000,Habib,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,37.0
3.0,Rangpur,Khamar noya bari,2.0,85731702011.0,Jadu loskor,Annadanagor,NA,Pirghaca,NA,Rangpur,NA,NA,32.0,NA,24.0,0.0,10.0,0.0,42179.000000,Habib,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,32.0
3.0,Rangpur,Novocholunia,2.0,85731702021.0,Novochulunia,Annadanagor,NA,Pirghaca,NA,Rangpur,NA,NA,30.0,NA,22.0,0.0,8.0,0.0,42171.000000,Habib,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,31.0
3.0,Rangpur,Patvata,2.0,85731703011.0,Patvata,Annadanagor,NA,Pirghaca,NA,Rangpur,NA,NA,30.0,NA,25.0,0.0,6.0,0.0,42164.000000,Habib,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,31.0
3.0,Rangpur,Ghatir par,2.0,85731703021.0,Novochulunia,Annadanagor,NA,Pirghaca,NA,Rangpur,NA,NA,31.0,NA,26.0,0.0,7.0,0.0,42164.000000,Habib,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,27.0
3.0,Rangpur,Itakumary,2.0,85732807011.0,Itakumary,Itakumary,NA,Pirghaca,NA,Rangpur,NA,NA,32.0,NA,26.0,0.0,7.0,0.0,42178.000000,Habib,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,35.0
3.0,Rangpur,Posuya,2.0,85732807021.0,Posuya,itakumari,NA,Pirgacha,NA,Rangpur,NA,NA,29.0,0.0,26.0,0.0,3.0,0.0,42159.000000,Argina,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0
3.0,Rangpur,Chowra para,2.0,85733802011.0,Sawchas Kalloni,Kollani,NA,Rangpur Sadar,NA,Rangpur,NA,NA,30.0,1.0,26.0,0.0,4.0,1.0,42170.000000,Argina,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,16.0
3.0,Rangpur,Taluk Posuwa,2.0,85733803011.0,Kallini,Kallini,NA,Rangpur Sadar,NA,Rangpur,NA,NA,27.0,0.0,23.0,0.0,4.0,0.0,42173.000000,Argina,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,13.0
3.0,Rangpur,Sawchas,2.0,85733805011.0,Kallini,Kallini,NA,Pirgacha,NA,Rangpur,NA,NA,30.0,0.0,25.0,0.0,5.0,0.0,42170.000000,Argina,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,13.0
3.0,Rangpur,Khorkhorighat,2.0,85733806011.0,Khorikhorighat,Kollani,NA,Pirgacha,NA,Rangpur,NA,NA,33.0,0.0,27.0,0.0,6.0,0.0,42159.000000,Argina,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0
3.0,Rangpur,Sotokalloni,2.0,85733808011.0,Kallini,Kallini,NA,Pirgacha,NA,Rangpur,NA,NA,29.0,0.0,24.0,0.0,5.0,0.0,42169.000000,Argina,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0
3.0,Shahajadpur,Kuti Satbariya Uttar-1,1.0,88671208011.0,Kurtisatbariya,Beltoli,NA,Shahajadpur,NA,Sirajgonj,NA,NA,27.0,1.0,24.0,0.0,3.0,1.0,42184.000000,"SAyed Bahauddin ,FF32",3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,28.0
3.0,Shahajadpur,Kuti Satbariya Uttar-2,1.0,88671208012.0,Kurtisatbariya,Beltoli,NA,Shahajadpur,NA,Sirajgonj,NA,NA,23.0,3.0,20.0,1.0,2.0,3.0,42184.000000,"Sayed Bahauddin,FF",3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,32.0
3.0,Shahajadpur,Kuti Satbariya Dokkin-1,1.0,88671208013.0,Kurtisatbariya,Beltoli,NA,Shahajadpur,NA,Sirajgonj,NA,NA,27.0,2.0,22.0,1.0,6.0,0.0,42184.000000,"Sayed Bahauddin ,FF",3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,27.0
3.0,Shahajadpur,Kuti Satbariya Dokkin-2,1.0,88671208014.0,Kurtisatbariya,Beltoli,NA,Shahajadpur,NA,Sirajgonj,NA,NA,29.0,1.0,25.0,0.0,4.0,1.0,42183.000000,"Sayed Bahauddin ,FF",2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,25.0
3.0,Shahajadpur ,Mullapara,2.0,88675803011.0,zugnidhoho,Norina,NA,Shahajadpur,NA,Sirajgonj,NA,NA,31.0,0.0,26.0,0.0,5.0,0.0,42138.000000,Rokshana khatoon ,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0
3.0,Shahajadpur ,Purbapara,2.0,88675803012.0,zugnidhoho,Norina,NA,Shahajadpur,NA,Sirajgonj,NA,NA,30.0,0.0,24.0,0.0,6.0,0.0,42134.000000,Rokshana khatoon ,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
3.0,Shahajadpur ,Schoolpara,2.0,88675803013.0,zugnidhoho,Norina,NA,Shahajadpur,NA,Sirajgonj,NA,NA,29.0,0.0,26.0,0.0,3.0,0.0,42138.000000,Rokshana khatoon ,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
3.0,Shahajadpur ,Uttarpara,2.0,88675803014.0,zugnidhoho,Norina,NA,Shahajadpur,NA,Sirajgonj,NA,NA,27.0,0.0,23.0,0.0,4.0,0.0,42134.000000,Rokshana khatoon ,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0
3.0,Shahajadpur,Batiya purba,1.0,88675805011.0,Batiya,Norina,NA,Shahajadpur,NA,Sirajgonj,NA,NA,43.0,1.0,35.0,0.0,8.0,1.0,42183.000000,"Sayed Bahauddin ,FF",3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,36.0
3.0,Shahajadpur ,Batiya Purbapara,2.0,88675805012.0,Purbabatiya,Norina,NA,Shahajadpur,NA,Sirajgonj,NA,NA,4.0,20.0,3.0,17.0,1.0,3.0,42136.000000,Sayed Bahauddin,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
3.0,Shahajadpur,Chorbatiya Uttar,1.0,88675805021.0,Batiya,Norina,NA,Shahajadpur,NA,Sirajgonj,NA,NA,22.0,2.0,20.0,0.0,2.0,2.0,42184.000000,"Rokshaba abbace,FF",3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,3.0,30.0
3.0,Shahajadpur,Kabarstanpara,1.0,88675805022.0,Batiya,Norina,NA,Shahajadpur,NA,Sirajgonj,NA,NA,34.0,NA,30.0,0.0,4.0,0.0,42184.000000,"Durga Rani Saha,PO",3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,32.0
3.0,Shahajadpur,Joyrampur uttarpara,1.0,88675805031.0,Batiya,Norina,NA,Shahajadpur,NA,Sirajgonj,NA,NA,32.0,NA,27.0,0.0,5.0,0.0,42183.000000,"Sayed Bahauddin ,FF",3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,30.0
3.0,Shahajadpur,Joyrampur purbapara,1.0,88675805032.0,Batiya,Norina,NA,Shahajadpur,NA,Sirajgonj,NA,NA,22.0,5.0,20.0,1.0,4.0,2.0,42185.000000,"Sayed Bahauddin ,FF",2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,30.0
3.0,Shahajadpur,Joyrampur pascimpara,1.0,88675805033.0,Joyrampur,Norina,NA,Shahajadpur,NA,Sirajgonj,NA,NA,24.0,3.0,20.0,1.0,4.0,2.0,42185.000000,"Sayed Bahauddin ,FF",3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,3.0,30.0
3.0,Shahajadpur,Basamara uttar,1.0,88675806011.0,Baccamara,Norina,NA,Shahajadpur,NA,Sirajgonj,NA,NA,NA,30.0,0.0,26.0,0.0,4.0,42177.000000,"Sayed Bahauddin,FF",2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,28.0
