round,team_name,group_name,group_type,group_code,village,union,union_code,upazila,upazila_code,district,district_code,ward,female_producers_involved,male_producers_involved,female_producers_present,male_producers_present,female_producers_dropout,male_producers_dropout,evaluation_date,facilitator,development_plan,rules_regulation,leadership_process,learning_sharing_space,services,cow_shed_mgmt,feed_mgmt,health_mgmt,breed_dvmt,milk_mgmt,milk_marketing,info_mgmt,gender_equity,total
2.0,Bogra,Tajmohal,1.0,10407406014.0,Jatholida,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,38.0,NA,29.0,NA,9.0,0.0,41967.000000,"Hosneara , FF",2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,34.0
2.0,Bogra,Krishno Chura,1.0,10407406015.0,Dholir Chor,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,28.0,NA,23.0,NA,5.0,0.0,41968.000000,"Tarit, FF",2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,29.0
2.0,Bogra,Moinamoti,1.0,10407406016.0,Jat Holida,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,29.0,NA,25.0,NA,4.0,0.0,41984.000000,"Nitai , FF",3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,32.0
2.0,Bogra,Sathi,1.0,10407406017.0,Dholir Chor,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,33.0,NA,24.0,NA,9.0,0.0,41966.000000,"Tarit, FF",2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,31.0
2.0,Bogra,Kornofuli,1.0,10407406021.0,Soratoli,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,35.0,NA,28.0,NA,7.0,0.0,41984.000000,"Tarit, FF",2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,30.0
2.0,Bogra,Moinamoti,1.0,10407406022.0,Soratoli,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,29.0,NA,26.0,NA,3.0,0.0,41984.000000,"Nitai , FF",2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,30.0
2.0,Bogra,Mohona,1.0,10407406023.0,Soratoli,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,34.0,NA,25.0,NA,9.0,0.0,41984.000000,"Farzana,FF",2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,26.0
2.0,Bogra,Sapla,1.0,10407406031.0,Dholir Chor,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,33.0,NA,24.0,NA,9.0,0.0,41990.000000,"Tarit, FF",2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,26.0
2.0,Bogra,Golap,1.0,10407406032.0,Dholir Chor,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,30.0,NA,25.0,NA,5.0,0.0,42002.000000,"Tarit, FF",2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,30.0
2.0,Bogra,Joba,1.0,10407406033.0,Dholir Chor,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,37.0,NA,29.0,NA,8.0,0.0,41975.000000,"Farzana,FF",2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,30.0
2.0,Bogra,Doyel,1.0,10407406034.0,Dholir Chor,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,34.0,NA,26.0,NA,8.0,0.0,41970.000000,"Tarit, FF",1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,24.0
2.0,Bogra,Satubondhon,1.0,10407407011.0,Buruz,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,39.0,NA,29.0,NA,10.0,0.0,41967.000000,"Shariful,FF",2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,29.0
2.0,Bogra,Ashar Alo,1.0,10407407012.0,Buruz,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,38.0,NA,27.0,NA,11.0,0.0,41967.000000,"Farzana,FF",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,25.0
2.0,Bogra,Chetona,1.0,10407407013.0,Buruz,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,32.0,NA,28.0,NA,4.0,0.0,41969.000000,"Rina ,FF",2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,27.0
2.0,Bogra,Jagoroni,1.0,10407407014.0,Salukgari,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,37.0,NA,29.0,NA,8.0,0.0,42001.000000,"Tarit, FF",2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,26.0
2.0,Bogra,Bijoy B,1.0,10407407015.0,Buruz,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,36.0,NA,31.0,NA,5.0,0.0,41994.000000,"Nitai , FF",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,35.0
2.0,Bogra,Digonto,1.0,10407407016.0,Salukgari,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,33.0,NA,24.0,NA,8.0,0.0,41995.000000,"Tarit, FF",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,22.0
2.0,Bogra,Provati,1.0,10407407017.0,Buruz,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,37.0,NA,28.0,NA,9.0,0.0,41968.000000,"Shariful,FF",2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,30.0
2.0,Bogra,Boishakhi,1.0,10407407018.0,Buruz,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,44.0,NA,40.0,NA,4.0,0.0,41994.000000,"Nitai , FF",3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,30.0
2.0,Bogra,Surma,1.0,10407407021.0,Salukgari,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,40.0,NA,30.0,NA,10.0,0.0,41994.000000,"Shariful,FF",2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,28.0
2.0,Bogra,Srabon,1.0,10407407022.0,Salukgari,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,41.0,NA,29.0,NA,12.0,0.0,41994.000000,"Shariful,FF",2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,28.0
2.0,Bogra,Borsha,1.0,10407407023.0,Salukgari,Nepaltoli,NA,Gabtoli,NA,Bogra,NA,NA,38.0,NA,29.0,NA,9.0,0.0,41995.000000,"Shariful,FF",2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,27.0
2.0,Bogra,Ichamoti,2.0,10408106011.0,Paskatoli,Ramesherpur,NA,Gabtoli,NA,Bogra,NA,NA,26.0,NA,22.0,NA,4.0,0.0,41974.000000,"Farzana,FF",3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,28.0
2.0,Bogra,Krishno Chura,2.0,10408107011.0,Paskatoli,Ramesherpur,NA,Gabtoli,NA,Bogra,NA,NA,32.0,NA,25.0,NA,7.0,0.0,41966.000000,"Farzana,FF",2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,26.0
2.0,Bogra,Kodom Full,2.0,10408107012.0,Paskatoli,Ramesherpur,NA,Gabtoli,NA,Bogra,NA,NA,33.0,NA,27.0,NA,6.0,0.0,41976.000000,"Farzana,FF",3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,32.0
2.0,Bogra,Golap,2.0,10408107013.0,Paskatoli,Ramesherpur,NA,Gabtoli,NA,Bogra,NA,NA,28.0,NA,24.0,NA,4.0,0.0,41976.000000,"Farzana,FF",3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,31.0
2.0,Bogra,Sapla,2.0,10408107014.0,Paskatoli,Ramesherpur,NA,Gabtoli,NA,Bogra,NA,NA,34.0,NA,27.0,NA,7.0,0.0,41981.000000,"Farzana,FF",3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,33.0
2.0,Bogra,Surjomukhi,2.0,10408107015.0,Paskatoli,Ramesherpur,NA,Gabtoli,NA,Bogra,NA,NA,33.0,NA,26.0,NA,7.0,0.0,41973.000000,"Farzana,FF",2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,28.0
2.0,Bogra,Beli 2,2.0,10408107016.0,Paskatoli,Ramesherpur,NA,Gabtoli,NA,Bogra,NA,NA,31.0,NA,27.0,NA,4.0,0.0,41966.000000,"Farzana,FF",3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,29.0
2.0,Bogra,Beli,2.0,10408107017.0,Paskatoli,Ramesherpur,NA,Gabtoli,NA,Bogra,NA,NA,29.0,NA,24.0,NA,5.0,0.0,41974.000000,"Farzana,FF",3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,31.0
2.0,Bogra,Padho,2.0,10408107018.0,Paskatoli,Ramesherpur,NA,Gabtoli,NA,Bogra,NA,NA,28.0,NA,22.0,NA,6.0,0.0,41969.000000,"Farzana,FF",3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,29.0
2.0,Bogra,Doyel,2.0,10408107019.0,Paskatoli,Ramesherpur,NA,Gabtoli,NA,Bogra,NA,NA,30.0,NA,25.0,NA,5.0,0.0,41967.000000,"Farzana,FF",3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,33.0
2.0,Bogra,Sheuli,2.0,10408803011.0,Khupi,Sonarai,NA,Gabtoli,NA,Bogra,NA,NA,29.0,NA,23.0,NA,6.0,0.0,41993.000000,"Rina ,FF",1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,13.0
2.0,Bogra,Sapla,2.0,10408803012.0,Khupi,Sonarai,NA,Gabtoli,NA,Bogra,NA,NA,33.0,NA,26.0,NA,7.0,0.0,41994.000000,"Rina ,FF",2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0
2.0,Bogra,Joba,2.0,10408803013.0,Khupi,Sonarai,NA,Gabtoli,NA,Bogra,NA,NA,32.0,NA,25.0,NA,7.0,0.0,41995.000000,"Rina ,FF",1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,14.0
2.0,Bogra,Golap,2.0,10408803014.0,Khupi,Sonarai,NA,Gabtoli,NA,Bogra,NA,NA,31.0,NA,25.0,NA,6.0,0.0,41993.000000,"Rina ,FF",1.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,14.0
2.0,Bogra,Beli,2.0,10408803015.0,Khupi,Sonarai,NA,Gabtoli,NA,Bogra,NA,NA,30.0,NA,25.0,NA,5.0,0.0,41994.000000,"Rina ,FF",1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,14.0
2.0,Bogra,Ragonigandha,2.0,10408803016.0,Khupi,Sonarai,NA,Gabtoli,NA,Bogra,NA,NA,35.0,NA,27.0,NA,8.0,0.0,41995.000000,"Nitai , FF",1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,13.0
2.0,Bogra,Sonali,1.0,10813101011.0,Mazbari Uttarpara,Fulbari,NA,Sariakandi,NA,Bogra,NA,NA,31.0,NA,27.0,NA,4.0,0.0,41976.000000,"Shariful,FF",2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,33.0
2.0,Bogra,Ashar Alo,1.0,10813101012.0,Mazbari ,Fulbari,NA,Sariakandi,NA,Bogra,NA,NA,35.0,NA,27.0,NA,8.0,0.0,41976.000000,"Shariful,FF",2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,31.0
2.0,Bogra,Jagoroni,1.0,10813101013.0,Mazbari Dhakinpara (1),Fulbari,NA,Sariakandi,NA,Bogra,NA,NA,31.0,NA,25.0,NA,6.0,0.0,41975.000000,"Shariful,FF",2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,32.0
2.0,Bogra,Ragonigandha,1.0,10813101014.0,Mazbari Dhakinpara (2),Fulbari,NA,Sariakandi,NA,Bogra,NA,NA,30.0,NA,24.0,NA,6.0,0.0,41974.000000,"Shariful,FF",2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,31.0
2.0,Bogra,Mukta,2.0,10941502011.0,Solagari ,Bihar,NA,Shibganj,NA,Bogra,NA,NA,43.0,NA,31.0,NA,12.0,0.0,41968.000000,"Shanaz Baby, FF",2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,30.0
2.0,Bogra,Ashar Alo,2.0,10941502012.0,Solagari ,Bihar,NA,Shibganj,NA,Bogra,NA,NA,33.0,NA,25.0,NA,8.0,0.0,41968.000000,"Shanaz Baby, FF",2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,27.0
2.0,Bogra,Sathi,2.0,10941502013.0,Solagari ,Bihar,NA,Shibganj,NA,Bogra,NA,NA,42.0,0.0,33.0,NA,9.0,0.0,41969.000000,"Shanaz Baby, FF",2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,27.0
2.0,Bogra,Bijoy,2.0,10941502014.0,Solagari Purbopara,Bihar,NA,Shibganj,NA,Bogra,NA,NA,41.0,NA,31.0,NA,5.0,0.0,41974.000000,"Shanaz Baby, FF",2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,30.0
2.0,Bogra,Asha,2.0,10941503011.0,Nat Morichai Adarsha Poschimpara,Bihar,NA,Shibganj,NA,Bogra,NA,NA,31.0,NA,29.0,NA,2.0,0.0,41970.000000,"Shanaz Baby, FF",2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,30.0
2.0,Bogra,Sapla,2.0,10941503021.0,Singgar Gari Purbopara,Bihar,NA,Shibganj,NA,Bogra,NA,NA,34.0,NA,30.0,NA,4.0,0.0,41976.000000,"Shanaz Baby, FF",2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,33.0
2.0,Bogra,Provati,2.0,10941503022.0,Singgar Gari Paschimpara,Bihar,NA,Shibganj,NA,Bogra,NA,NA,32.0,NA,27.0,NA,5.0,0.0,41976.000000,"Shanaz Baby, FF",2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,30.0
2.0,Bogra,Mohona,2.0,10941503031.0,Dhamahar Dhakinpara,Bihar,NA,Shibganj,NA,Bogra,NA,NA,27.0,NA,25.0,NA,2.0,0.0,41973.000000,"Shanaz Baby, FF",2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,30.0
2.0,Bogra,Jamuna,2.0,10941503032.0,Dhamahar ,Bihar,NA,Shibganj,NA,Bogra,NA,NA,40.0,NA,31.0,NA,9.0,0.0,41967.000000,"Shanaz Baby, FF",2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,28.0
2.0,Bogra,Padha,2.0,10941503033.0,Dhamahar Madhapara,Bihar,NA,Shibganj,NA,Bogra,NA,NA,44.0,NA,34.0,NA,10.0,0.0,41977.000000,"Shanaz Baby, FF",2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,30.0
2.0,Bogra,Kodomfull,2.0,10941504011.0,Nat Morichai Paschimpara,Bihar,NA,Shibganj,NA,Bogra,NA,NA,40.0,NA,34.0,NA,6.0,0.0,41981.000000,"Shanaz Baby, FF",2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,29.0
2.0,Bogra,Sadhin,2.0,10941504012.0,Nat Morichai Madhapara(1),Bihar,NA,Shibganj,NA,Bogra,NA,NA,44.0,NA,35.0,NA,9.0,0.0,41981.000000,"Shanaz Baby, FF",2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,30.0
2.0,Bogra,Doyel Pakhi,2.0,10941504013.0,Nat Morichai Madhapara(2),Bihar,NA,Shibganj,NA,Bogra,NA,NA,46.0,NA,36.0,NA,10.0,0.0,41982.000000,"Shanaz Baby, FF",2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,29.0
2.0,Bogra,Prothasha,2.0,10941504014.0,Nat Morichai Purbopara (1),Bihar,NA,Shibganj,NA,Bogra,NA,NA,29.0,NA,26.0,NA,3.0,0.0,41977.000000,"Shanaz Baby, FF",2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,30.0
2.0,Bogra,Bondhon,2.0,10941504015.0,Nat Morichai Purbopara (2),Bihar,NA,Shibganj,NA,Bogra,NA,NA,34.0,NA,29.0,NA,5.0,0.0,41980.000000,"Shanaz Baby, FF",2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,29.0
2.0,Bogra,Badhon,2.0,10941504016.0,Nat Morichai,Bihar,NA,Shibganj,NA,Bogra,NA,NA,37.0,NA,29.0,NA,8.0,0.0,41966.000000,"Shanaz Baby, FF",2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,30.0
2.0,Bogra,Jui,2.0,10942309011.0,Kharkuna ,Buriganj,NA,Shibganj,NA,Bogra,NA,NA,23.0,NA,21.0,NA,2.0,0.0,41987.000000,"Shanaz Baby, FF",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2.0,Bogra,Sabuj Sathi,2.0,10946301011.0,Khalimpur Dhakinpara,Shibganj,NA,Shibganj,NA,Bogra,NA,NA,31.0,NA,27.0,NA,4.0,0.0,41974.000000,"Shanti , FF",3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,28.0
2.0,Bogra,Tista,2.0,10946301012.0,Khalimpur Uttarpara,Shibganj,NA,Shibganj,NA,Bogra,NA,NA,39.0,NA,34.0,NA,5.0,0.0,41973.000000,"Shanti , FF",3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,28.0
2.0,Bogra,Jumuna,2.0,10947109011.0,Banihara Sukupara,Pirob,NA,Shibganj,NA,Bogra,NA,NA,32.0,NA,28.0,NA,4.0,0.0,41983.000000,"Shanaz Baby, FF",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2.0,Bogra,Golap,2.0,10947109012.0,Banihara Pramanikpara,Pirob,NA,Shibganj,NA,Bogra,NA,NA,32.0,NA,22.0,NA,10.0,0.0,41982.000000,"Shanaz Baby, FF",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2.0,Bogra,Sapla,2.0,10947109013.0,Banihara Madhapara,Pirob,NA,Shibganj,NA,Bogra,NA,NA,31.0,NA,29.0,NA,2.0,0.0,41984.000000,"Shanaz Baby, FF",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2.0,Bogra,Jaba,2.0,10947109021.0,Kharkuna (1),Pirob,NA,Shibganj,NA,Bogra,NA,NA,30.0,NA,27.0,NA,3.0,0.0,41987.000000,"Shanaz Baby, FF",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2.0,Bogra,Megna,2.0,10947109031.0,Sonakandi Purbopara,Pirob,NA,Shibganj,NA,Bogra,NA,NA,31.0,NA,27.0,NA,4.0,0.0,41984.000000,"Shanaz Baby, FF",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2.0,Bogra,Kiron,2.0,10947109041.0,Valukhali Dhahorapara,Pirob,NA,Shibganj,NA,Bogra,NA,NA,20.0,NA,18.0,NA,2.0,0.0,41982.000000,"Shanaz Baby, FF",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2.0,Bogra,Tista,2.0,10947109042.0,Valukhali Dhahorapara (1),Pirob,NA,Shibganj,NA,Bogra,NA,NA,24.0,NA,22.0,NA,2.0,0.0,41983.000000,"Shanaz Baby, FF",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2.0,Bogra,Sethu,2.0,10949404011.0,Nat Morichai Pukur Par,Bihar,NA,Shibganj,NA,Bogra,NA,NA,32.0,NA,29.0,NA,3.0,0.0,41980.000000,"Shanaz Baby, FF",2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,29.0
2.0,Bogra,Hasnahana,2.0,10949405011.0,Cottonarayanpur,Shibganj,NA,Shibganj,NA,Bogra,NA,NA,31.0,NA,27.0,NA,4.0,0.0,41980.000000,"Shanti , FF",3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,29.0
2.0,Bogra,Kodom Full,2.0,10949405012.0,Choto Narayanpur Dhakinpara,Shibganj,NA,Shibganj,NA,Bogra,NA,NA,30.0,NA,27.0,NA,3.0,0.0,41996.000000,"Shanti , FF",2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,28.0
2.0,Bogra,Golap,2.0,10949405013.0,Choto Narayanpur Purbopara,Shibganj,NA,Shibganj,NA,Bogra,NA,NA,31.0,NA,26.0,NA,5.0,0.0,41981.000000,"Shanti , FF",3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,28.0
2.0,Bogra,Joba,2.0,10949405014.0,Choto Narayanpur Poschimpara,Shibganj,NA,Shibganj,NA,Bogra,NA,NA,30.0,NA,26.0,NA,4.0,0.0,41967.000000,"Shanti , FF",2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,27.0
2.0,Bogra,Ragonigandha,2.0,10949405015.0,Choto Narayanpur Khamarpara,Shibganj,NA,Shibganj,NA,Bogra,NA,NA,30.0,NA,27.0,NA,3.0,0.0,41981.000000,"Shanti , FF",3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,31.0
2.0,Bogra,Jamuna,2.0,10949405021.0,Boro Narayanpur Purbopara,Shibganj,NA,Shibganj,NA,Bogra,NA,NA,33.0,NA,30.0,NA,3.0,0.0,41982.000000,"Shanti , FF",3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,31.0
2.0,Bogra,Padhofull,2.0,10949405022.0,Boro Narayanpur Uttarpara,Shibganj,NA,Shibganj,NA,Bogra,NA,NA,35.0,NA,33.0,NA,2.0,0.0,41970.000000,"Shanti , FF",3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,31.0
2.0,Bogra,Chapafull,2.0,10949405023.0,Boro Narayanpur Shahapara,Shibganj,NA,Shibganj,NA,Bogra,NA,NA,31.0,NA,29.0,NA,2.0,0.0,41968.000000,"Shanti , FF",3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,32.0
2.0,Bogra,Jui,2.0,10949405024.0,Boronarayanpur,Shibganj,NA,Shibganj,NA,Bogra,NA,NA,37.0,NA,34.0,NA,3.0,0.0,41976.000000,"Shanti , FF",3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,31.0
2.0,Bogra,Kashful,2.0,10949406011.0,Dhandha Kola Nayapara,Shibganj,NA,Shibganj,NA,Bogra,NA,NA,45.0,NA,40.0,NA,5.0,0.0,41977.000000,"Shanti , FF",3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,30.0
2.0,Bogra,Korotua,2.0,10949406012.0,Dhandakhala puropara,Shibganj,NA,Shibganj,NA,Bogra,NA,NA,29.0,NA,27.0,NA,2.0,0.0,41977.000000,"Shanti , FF",3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,32.0
2.0,Bogra,Beli,2.0,10949406013.0,Dhandakhala,Shibganj,NA,Shibganj,NA,Bogra,NA,NA,29.0,NA,26.0,NA,3.0,0.0,41975.000000,"Shanti , FF",3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,30.0
2.0,Bogra,Padha,2.0,10949406014.0,Dhandha Kola Dhakinpara,Shibganj,NA,Shibganj,NA,Bogra,NA,NA,32.0,NA,28.0,NA,4.0,0.0,41969.000000,"Shanti , FF",2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,28.0
2.0,Bogra,Gondhoraj,2.0,10949406015.0,Dhandha Kola Uttarpara,Shibganj,NA,Shibganj,NA,Bogra,NA,NA,30.0,NA,26.0,NA,4.0,0.0,41982.000000,"Shanti , FF",3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,30.0
2.0,Bogra,Nodi,2.0,10957306011.0,Namajkhali,Sonatola,NA,Sonatola,NA,Bogra,NA,NA,30.0,NA,26.0,NA,4.0,0.0,41975.000000,"Nitai , FF",2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,30.0
2.0,Bogra,Beliful,2.0,10957306012.0,Namajkhali,Sonatola,NA,Sonatola,NA,Bogra,NA,NA,36.0,NA,32.0,NA,4.0,0.0,41975.000000,"Nitai , FF",2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,28.0
2.0,Bogra,Padha,2.0,10957306013.0,Namajkhali,Sonatola,NA,Sonatola,NA,Bogra,NA,NA,25.0,NA,21.0,NA,4.0,0.0,41976.000000,"Nitai , FF",3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,30.0
